"gene_id","gene_name","gene_type","Individuals","Tissue","Residual","n.isoforms"
"ENSG00000174243.4","DDX23","protein_coding",0.10220586,0.086330992,0.811463148,18
"ENSG00000174276.5","ZNHIT2","protein_coding",0.109708302,0.082554279,0.807737419,2
"ENSG00000174282.7","ZBTB4","protein_coding",0.116112869,0.08502048,0.798866651,2
"ENSG00000174292.7","TNK1","protein_coding",0.086231158,0.098489996,0.815278845,9
"ENSG00000174306.14","ZHX3","protein_coding",0.101036607,0.10021267,0.798750723,26
"ENSG00000174307.5","PHLDA3","protein_coding",0.143139567,0.138736298,0.718124135,4
"ENSG00000174348.9","PODN","protein_coding",0.087821575,0.200271322,0.711907104,6
"ENSG00000174353.12","STAG3L3","protein_coding",0.092487337,0.086519219,0.820993444,7
"ENSG00000174373.10","RALGAPA1","protein_coding",0.094871787,0.138619763,0.76650845,20
"ENSG00000174374.9","WBSCR16","protein_coding",0.084145564,0.142439313,0.773415123,6
"ENSG00000174405.8","LIG4","protein_coding",0.084664717,0.15538106,0.759954223,3
"ENSG00000174428.11","GTF2IRD2B","protein_coding",0.09388942,0.189424768,0.716685812,14
"ENSG00000174437.10","ATP2A2","protein_coding",0.035953699,0.619975983,0.344070317,13
"ENSG00000174442.7","ZWILCH","protein_coding",0.103207028,0.095148672,0.8016443,13
"ENSG00000174444.9","RPL4","protein_coding",0.190520959,0.138411026,0.671068015,19
"ENSG00000174446.7","SNAPC5","protein_coding",0.119575238,0.085387311,0.795037451,8
"ENSG00000174456.7","C12orf76","protein_coding",0.077731242,0.307842172,0.614426585,9
"ENSG00000174483.15","BBS1","protein_coding",0.094794248,0.104550439,0.800655313,25
"ENSG00000174485.9","DENND4A","protein_coding",0.094791952,0.156345742,0.748862306,9
"ENSG00000174501.10","ANKRD36C","protein_coding",0.086972938,0.114709142,0.798317919,8
"ENSG00000174514.8","MFSD4","protein_coding",0.105638234,0.203211703,0.691150063,8
"ENSG00000174516.10","PELI3","protein_coding",0.099688897,0.119988491,0.780322613,8
"ENSG00000174547.9","MRPL11","protein_coding",0.109311322,0.082045299,0.808643379,6
"ENSG00000174564.8","IL20RB","protein_coding",0.090660712,0.12754002,0.781799268,6
"ENSG00000174574.9","AKIRIN1","protein_coding",0.104000792,0.075445787,0.820553422,6
"ENSG00000174579.3","MSL2","protein_coding",0.105136639,0.168104261,0.7267591,5
"ENSG00000174586.4","ZNF497","protein_coding",0.101833948,0.070368273,0.827797779,3
"ENSG00000174600.9","CMKLR1","protein_coding",0.084397714,0.087470508,0.828131778,7
"ENSG00000174606.7","ANGEL2","protein_coding",0.0876937,0.142724937,0.769581363,11
"ENSG00000174640.8","SLCO2A1","protein_coding",0.076545353,0.210585323,0.712869323,8
"ENSG00000174652.12","ZNF266","protein_coding",0.104279722,0.23210357,0.663616708,2
"ENSG00000174669.7","SLC29A2","protein_coding",0.100544017,0.092318341,0.807137642,6
"ENSG00000174684.5","B3GNT1","protein_coding",0.106404956,0.13443741,0.759157634,2
"ENSG00000174695.5","TMEM167A","protein_coding",0.119651426,0.178073037,0.702275538,6
"ENSG00000174705.7","SH3PXD2B","protein_coding",0.089151277,0.193778502,0.717070221,4
"ENSG00000174718.7","C12orf35","protein_coding",0.104143404,0.093379804,0.802476792,8
"ENSG00000174720.11","LARP7","protein_coding",0.098166716,0.085701632,0.816131652,15
"ENSG00000174738.7","NR1D2","protein_coding",0.105082021,0.097057208,0.797860771,6
"ENSG00000174744.9","BRMS1","protein_coding",0.106529287,0.074471397,0.818999316,9
"ENSG00000174748.12","RPL15","protein_coding",0.116887417,0.263424462,0.619688121,13
"ENSG00000174775.12","HRAS","protein_coding",0.117882882,0.171252883,0.710864235,11
"ENSG00000174780.10","SRP72","protein_coding",0.078848222,0.118266036,0.802885741,6
"ENSG00000174791.6","RIN1","protein_coding",0.092319401,0.115818044,0.791862555,8
"ENSG00000174796.8","THAP6","protein_coding",0.106540234,0.123442392,0.770017374,13
"ENSG00000174799.5","CEP135","protein_coding",0.097638905,0.070313323,0.832047772,5
"ENSG00000174839.8","FAM116A","protein_coding",0.094517541,0.064590172,0.840892286,6
"ENSG00000174840.7","PDE12","protein_coding",0.109607658,0.105858007,0.784534335,2
"ENSG00000174842.11","GLMN","protein_coding",0.09255281,0.127468742,0.779978448,7
"ENSG00000174851.9","YIF1A","protein_coding",0.118183148,0.097365423,0.784451429,14
"ENSG00000174886.7","NDUFA11","protein_coding",0.102467774,0.076028206,0.82150402,2
"ENSG00000174891.8","RSRC1","protein_coding",0.101501561,0.131419156,0.767079283,14
"ENSG00000174903.9","RAB1B","protein_coding",0.096219672,0.116031729,0.787748599,4
"ENSG00000174915.7","PTDSS2","protein_coding",0.103823084,0.073829641,0.822347275,13
"ENSG00000174943.5","KCTD13","protein_coding",0.075397173,0.136691695,0.787911132,9
"ENSG00000174953.9","DHX36","protein_coding",0.100333882,0.1277426,0.771923519,14
"ENSG00000174989.7","FBXW8","protein_coding",0.097510357,0.085164137,0.817325505,4
"ENSG00000174996.7","KLC2","protein_coding",0.098414661,0.123464546,0.778120793,14
"ENSG00000175029.11","CTBP2","protein_coding",0.087985577,0.111276182,0.800738241,15
"ENSG00000175048.11","ZDHHC14","protein_coding",0.091934822,0.102821557,0.805243621,10
"ENSG00000175054.10","ATR","protein_coding",0.084612113,0.124509218,0.790878669,12
"ENSG00000175066.10","GK5","protein_coding",0.10033622,0.072035551,0.827628229,13
"ENSG00000175084.7","DES","protein_coding",0.121009054,0.14670752,0.732283426,4
"ENSG00000175087.5","PDIK1L","protein_coding",0.070808163,0.146353799,0.782838038,3
"ENSG00000175104.10","TRAF6","protein_coding",0.110526048,0.070928144,0.818545809,3
"ENSG00000175106.10","FAM18B2","protein_coding",0.090748827,0.107783426,0.801467747,8
"ENSG00000175110.7","MRPS22","protein_coding",0.100822476,0.145032407,0.754145117,14
"ENSG00000175115.7","PACS1","protein_coding",0.101260061,0.132800373,0.765939566,15
"ENSG00000175137.9","SH3BP5L","protein_coding",0.079578606,0.178997543,0.741423851,5
"ENSG00000175166.11","PSMD2","protein_coding",0.118805169,0.109951306,0.771243525,22
"ENSG00000175182.9","FAM131A","protein_coding",0.091754972,0.172335971,0.735909057,10
"ENSG00000175193.8","PARL","protein_coding",0.100324249,0.091003739,0.808672012,10
"ENSG00000175197.5","DDIT3","protein_coding",0.102039058,0.122943055,0.775017886,6
"ENSG00000175198.9","PCCA","protein_coding",0.102308752,0.086555882,0.811135367,12
"ENSG00000175203.9","DCTN2","protein_coding",0.105736493,0.117535578,0.776727929,28
"ENSG00000175213.2","ZNF408","protein_coding",0.07884096,0.09512939,0.82602965,5
"ENSG00000175215.5","CTDSP2","protein_coding",0.085119324,0.326811243,0.588069433,8
"ENSG00000175216.8","CKAP5","protein_coding",0.097790007,0.088828152,0.813381841,14
"ENSG00000175220.6","ARHGAP1","protein_coding",0.095083071,0.077032498,0.827884431,8
"ENSG00000175221.7","MED16","protein_coding",0.119580155,0.102418129,0.778001716,10
"ENSG00000175224.10","ATG13","protein_coding",0.11115309,0.120371978,0.768474932,26
"ENSG00000175265.13","GOLGA8A","protein_coding",0.098436626,0.137707756,0.763855617,7
"ENSG00000175274.11","TP53I11","protein_coding",0.090701379,0.107641052,0.80165757,22
"ENSG00000175283.6","DOLK","protein_coding",0.124143534,0.066422416,0.80943405,2
"ENSG00000175305.11","CCNE2","protein_coding",0.096657465,0.09388347,0.809459065,9
"ENSG00000175309.10","AGXT2L2","protein_coding",0.10452754,0.09763701,0.79783545,18
"ENSG00000175324.5","LSM1","protein_coding",0.118301526,0.089283197,0.792415277,5
"ENSG00000175334.3","BANF1","protein_coding",0.141615858,0.058990236,0.799393906,8
"ENSG00000175348.6","TMEM9B","protein_coding",0.087590467,0.145132786,0.767276747,5
"ENSG00000175354.11","PTPN2","protein_coding",0.083165479,0.135692295,0.781142226,4
"ENSG00000175376.4","EIF1AD","protein_coding",0.099483993,0.079952741,0.820563267,11
"ENSG00000175387.10","SMAD2","protein_coding",0.121944801,0.073798906,0.804256293,3
"ENSG00000175390.7","EIF3F","protein_coding",0.150050289,0.130440774,0.719508937,11
"ENSG00000175395.10","ZNF25","protein_coding",0.08934872,0.182477846,0.728173434,3
"ENSG00000175414.6","ARL10","protein_coding",0.119076478,0.105905414,0.775018108,4
"ENSG00000175416.8","CLTB","protein_coding",0.068061514,0.313126076,0.61881241,7
"ENSG00000175445.9","LPL","protein_coding",0.082174916,0.186857628,0.730967456,9
"ENSG00000175455.10","CCDC14","protein_coding",0.097649808,0.098675665,0.803674526,22
"ENSG00000175463.7","TBC1D10C","protein_coding",0.091667427,0.142561349,0.765771225,9
"ENSG00000175467.9","SART1","protein_coding",0.105543328,0.083685316,0.810771356,9
"ENSG00000175470.14","PPP2R2D","protein_coding",0.083608126,0.06907404,0.847317834,7
"ENSG00000175471.13","MCTP1","protein_coding",0.114833902,0.107515098,0.777651001,19
"ENSG00000175482.4","POLD4","protein_coding",0.102421812,0.070748083,0.826830105,13
"ENSG00000175505.9","CLCF1","protein_coding",0.080347256,0.068414412,0.851238332,3
"ENSG00000175538.6","KCNE3","protein_coding",0.095165655,0.076807151,0.828027194,6
"ENSG00000175550.3","DRAP1","protein_coding",0.109672062,0.071928086,0.818399852,9
"ENSG00000175556.11","LONRF3","protein_coding",0.082195962,0.118661154,0.799142884,7
"ENSG00000175564.8","UCP3","protein_coding",0.105255771,0.148355642,0.746388587,5
"ENSG00000175567.3","UCP2","protein_coding",0.101575405,0.112997143,0.785427452,10
"ENSG00000175573.6","C11orf68","protein_coding",0.101779373,0.050052527,0.8481681,3
"ENSG00000175575.8","PAAF1","protein_coding",0.099301568,0.142903282,0.75779515,15
"ENSG00000175581.9","MRPL48","protein_coding",0.10301044,0.106176533,0.790813027,15
"ENSG00000175582.13","RAB6A","protein_coding",0.119771365,0.180833965,0.69939467,14
"ENSG00000175591.7","P2RY2","protein_coding",0.066469753,0.098750884,0.834779363,3
"ENSG00000175606.6","TMEM70","protein_coding",0.117688362,0.100872229,0.781439409,7
"ENSG00000175634.8","RPS6KB2","protein_coding",0.10464471,0.081115086,0.814240204,13
"ENSG00000175662.12","TOM1L2","protein_coding",0.086843289,0.194562564,0.718594147,10
"ENSG00000175691.6","ZNF77","protein_coding",0.077937094,0.061495647,0.860567259,2
"ENSG00000175711.4","B3GNTL1","protein_coding",0.105389374,0.117469392,0.777141234,11
"ENSG00000175727.7","MLXIP","protein_coding",0.104526182,0.103691498,0.79178232,12
"ENSG00000175756.8","AURKAIP1","protein_coding",0.110714819,0.104248527,0.785036655,7
"ENSG00000175764.10","TTLL11","protein_coding",0.101914292,0.101309868,0.796775839,6
"ENSG00000175768.8","TOMM5","protein_coding",0.112620533,0.065784127,0.821595339,5
"ENSG00000175782.7","SLC35E3","protein_coding",0.100427565,0.058123936,0.841448499,5
"ENSG00000175787.11","ZNF169","protein_coding",0.107106943,0.116704364,0.776188692,6
"ENSG00000175792.6","RUVBL1","protein_coding",0.089406646,0.068245327,0.842348026,7
"ENSG00000175806.10","MSRA","protein_coding",0.09186925,0.164347896,0.743782854,10
"ENSG00000175826.7","CTDNEP1","protein_coding",0.103288799,0.105098586,0.791612614,12
"ENSG00000175854.6","SWI5","protein_coding",0.118932241,0.100847703,0.780220056,5
"ENSG00000175866.10","BAIAP2","protein_coding",0.086224526,0.11633718,0.797438295,31
"ENSG00000175893.6","ZDHHC21","protein_coding",0.05494878,0.127700144,0.817351076,2
"ENSG00000175895.3","PLEKHF2","protein_coding",0.103091793,0.20001203,0.696896177,2
"ENSG00000175899.9","A2M","protein_coding",0.086834988,0.304253259,0.608911753,14
"ENSG00000175938.5","ORAI3","protein_coding",0.119851631,0.17205491,0.708093459,5
"ENSG00000175970.6","UNC119B","protein_coding",0.102914777,0.101430479,0.795654744,3
"ENSG00000176014.6","TUBB6","protein_coding",0.091716906,0.093187842,0.815095251,3
"ENSG00000176024.10","ZNF613","protein_coding",0.092094859,0.075968712,0.83193643,3
"ENSG00000176046.7","NUPR1","protein_coding",0.147651125,0.126979469,0.725369406,3
"ENSG00000176058.7","TPRN","protein_coding",0.077606656,0.150810734,0.771582609,5
"ENSG00000176087.9","SLC35A4","protein_coding",0.088300818,0.147332915,0.764366267,5
"ENSG00000176095.7","IP6K1","protein_coding",0.076958419,0.090109914,0.832931667,8
"ENSG00000176101.7","SSNA1","protein_coding",0.09770201,0.098792418,0.803505572,4
"ENSG00000176102.6","CSTF3","protein_coding",0.098371948,0.104799092,0.79682896,9
"ENSG00000176108.5","CHMP6","protein_coding",0.119102979,0.146500287,0.734396734,4
"ENSG00000176124.6","DLEU1","protein_coding",0.107272044,0.111896554,0.780831402,35
"ENSG00000176142.8","TMEM39A","protein_coding",0.092055105,0.101027309,0.806917586,12
"ENSG00000176148.10","TCP11L1","protein_coding",0.092862135,0.062068766,0.8450691,11
"ENSG00000176155.10","CCDC57","protein_coding",0.077488949,0.15056762,0.771943432,10
"ENSG00000176170.7","SPHK1","protein_coding",0.080097792,0.18072959,0.739172618,4
"ENSG00000176171.7","BNIP3","protein_coding",0.070255664,0.415773284,0.513971052,2
"ENSG00000176209.6","C8orf40","protein_coding",0.113568769,0.073324332,0.813106899,8
"ENSG00000176225.7","RTTN","protein_coding",0.095042564,0.055866861,0.849090576,3
"ENSG00000176248.6","ANAPC2","protein_coding",0.102151213,0.117684658,0.780164129,8
"ENSG00000176261.10","ZBTB8OS","protein_coding",0.101260823,0.072863326,0.825875851,17
"ENSG00000176274.6","MCART6","protein_coding",0.072627259,0.186617791,0.74075495,2
"ENSG00000176293.13","ZNF135","protein_coding",0.10656528,0.101294274,0.792140446,9
"ENSG00000176371.8","ZSCAN2","protein_coding",0.117266435,0.053005565,0.829728,16
"ENSG00000176383.8","B3GNT4","protein_coding",0.094322394,0.148798021,0.756879584,6
"ENSG00000176386.4","CDC26","protein_coding",0.039887336,0.357751014,0.60236165,2
"ENSG00000176390.9","CRLF3","protein_coding",0.091611473,0.099832078,0.808556449,2
"ENSG00000176393.6","RNPEP","protein_coding",0.101790113,0.054721799,0.843488088,13
"ENSG00000176396.8","EID2","protein_coding",0.112250424,0.071758411,0.815991164,2
"ENSG00000176407.12","KCMF1","protein_coding",0.072334621,0.336651285,0.591014093,4
"ENSG00000176410.5","DNAJC30","protein_coding",0.100560452,0.078718476,0.820721072,2
"ENSG00000176422.9","SPRYD4","protein_coding",0.135533287,0.160083672,0.704383041,2
"ENSG00000176438.7","C14orf49","protein_coding",0.089312936,0.139381233,0.77130583,5
"ENSG00000176444.13","CLK2","protein_coding",0.110426909,0.079069555,0.810503536,9
"ENSG00000176454.8","LPCAT4","protein_coding",0.08657493,0.111310378,0.802114692,9
"ENSG00000176463.8","SLCO3A1","protein_coding",0.086417512,0.177968855,0.735613633,14
"ENSG00000176472.5","ZNF575","protein_coding",0.161754708,0.115187898,0.723057394,2
"ENSG00000176473.9","WDR25","protein_coding",0.092156044,0.078161808,0.829682148,11
"ENSG00000176476.4","CCDC101","protein_coding",0.092949708,0.076692213,0.830358079,7
"ENSG00000176485.6","PLA2G16","protein_coding",0.084349453,0.385725703,0.529924844,5
"ENSG00000176542.5","KIAA2018","protein_coding",0.078946843,0.204582316,0.716470841,4
"ENSG00000176593.3","CTD-2368P22.1","protein_coding",0.09929148,0.107292852,0.793415667,6
"ENSG00000176597.7","B3GNT5","protein_coding",0.101769788,0.187918712,0.710311499,12
"ENSG00000176619.4","LMNB2","protein_coding",0.087341147,0.087047353,0.8256115,8
"ENSG00000176623.7","FAM82B","protein_coding",0.104384262,0.074993142,0.820622596,19
"ENSG00000176658.10","MYO1D","protein_coding",0.10914388,0.102195437,0.788660683,2
"ENSG00000176681.9","LRRC37A","protein_coding",0.139380452,0.149932467,0.710687081,5
"ENSG00000176715.11","ACSF3","protein_coding",0.094762253,0.057694356,0.847543391,17
"ENSG00000176731.7","C8orf59","protein_coding",0.139293684,0.073865315,0.786841,14
"ENSG00000176783.9","RUFY1","protein_coding",0.088135569,0.086407847,0.825456583,16
"ENSG00000176788.5","BASP1","protein_coding",0.129084019,0.222570897,0.648345084,2
"ENSG00000176809.5","LRRC37A3","protein_coding",0.095935804,0.206366402,0.697697794,4
"ENSG00000176834.9","VSIG10","protein_coding",0.089924371,0.173020472,0.737055157,11
"ENSG00000176845.8","METRNL","protein_coding",0.082584513,0.226293049,0.691122438,5
"ENSG00000176853.10","FAM91A1","protein_coding",0.084848465,0.136508254,0.77864328,9
"ENSG00000176871.4","WSB2","protein_coding",0.094430128,0.105219983,0.800349889,12
"ENSG00000176890.10","TYMS","protein_coding",0.094646518,0.214931887,0.690421595,3
"ENSG00000176894.5","PXMP2","protein_coding",0.103694425,0.088865581,0.807439994,6
"ENSG00000176896.7","TCEANC","protein_coding",0.126981624,0.071075557,0.801942819,7
"ENSG00000176915.10","ANKLE2","protein_coding",0.096579688,0.153731557,0.749688754,14
"ENSG00000176945.11","MUC20","protein_coding",0.098179286,0.133268038,0.768552676,9
"ENSG00000176946.6","THAP4","protein_coding",0.096103708,0.247009215,0.656887077,6
"ENSG00000176953.6","NFATC2IP","protein_coding",0.131546048,0.126306186,0.742147767,7
"ENSG00000176973.6","FAM89B","protein_coding",0.120908683,0.108317158,0.770774159,4
"ENSG00000176974.11","SHMT1","protein_coding",0.097934899,0.100404641,0.801660459,8
"ENSG00000176978.7","DPP7","protein_coding",0.156527393,0.084319115,0.759153492,15
"ENSG00000176986.10","SEC24C","protein_coding",0.124875525,0.07802782,0.797096655,9
"ENSG00000177000.6","MTHFR","protein_coding",0.08342885,0.166782659,0.749788491,9
"ENSG00000177030.10","DEAF1","protein_coding",0.088586914,0.133628029,0.777785057,15
"ENSG00000177042.9","TMEM80","protein_coding",0.109661057,0.172426896,0.717912048,6
"ENSG00000177045.4","SIX5","protein_coding",0.096812485,0.122762907,0.780424608,3
"ENSG00000177051.3","FBXO46","protein_coding",0.086881123,0.089422556,0.823696321,2
"ENSG00000177054.9","ZDHHC13","protein_coding",0.075505289,0.150473514,0.774021196,8
"ENSG00000177058.7","SLC38A9","protein_coding",0.113685913,0.071836595,0.814477492,27
"ENSG00000177082.8","WDR73","protein_coding",0.102235142,0.094271365,0.803493493,21
"ENSG00000177084.9","POLE","protein_coding",0.09518621,0.083243879,0.821569911,27
"ENSG00000177096.4","FAM109B","protein_coding",0.063236719,0.078215845,0.858547436,2
"ENSG00000177098.4","SCN4B","protein_coding",0.071694535,0.306674948,0.621630517,6
"ENSG00000177105.9","RHOG","protein_coding",0.107920052,0.1979921,0.694087848,4
"ENSG00000177106.9","EPS8L2","protein_coding",0.079612973,0.182875863,0.737511164,32
"ENSG00000177119.11","ANO6","protein_coding",0.072478604,0.170787601,0.756733795,8
"ENSG00000177125.5","ZBTB34","protein_coding",0.090973066,0.039371303,0.869655631,2
"ENSG00000177150.7","FAM210A","protein_coding",0.094957991,0.051942368,0.853099641,2
"ENSG00000177156.6","TALDO1","protein_coding",0.088819464,0.121273863,0.789906673,9
"ENSG00000177169.3","ULK1","protein_coding",0.090858549,0.072713989,0.836427461,9
"ENSG00000177189.8","RPS6KA3","protein_coding",0.103577942,0.089451243,0.806970815,9
"ENSG00000177192.8","PUS1","protein_coding",0.09494998,0.066878266,0.838171754,12
"ENSG00000177200.10","CHD9","protein_coding",0.090010266,0.105009643,0.804980091,22
"ENSG00000177225.11","PDDC1","protein_coding",0.089314553,0.091193543,0.819491903,18
"ENSG00000177239.9","MAN1B1","protein_coding",0.096117381,0.14023193,0.763650689,17
"ENSG00000177302.7","TOP3A","protein_coding",0.095583815,0.147679739,0.756736447,10
"ENSG00000177303.4","CASKIN2","protein_coding",0.08009599,0.227516658,0.692387351,2
"ENSG00000177311.6","ZBTB38","protein_coding",0.100052803,0.121055375,0.778891822,20
"ENSG00000177374.7","HIC1","protein_coding",0.09000756,0.176031944,0.733960497,6
"ENSG00000177380.8","PPFIA3","protein_coding",0.053180513,0.161074114,0.785745373,2
"ENSG00000177409.6","SAMD9L","protein_coding",0.099237642,0.086026761,0.814735597,9
"ENSG00000177426.14","TGIF1","protein_coding",0.105555716,0.098860265,0.795584019,21
"ENSG00000177427.7","SMCR7","protein_coding",0.099763238,0.148146248,0.752090515,4
"ENSG00000177432.5","NAP1L5","protein_coding",0.07779527,0.082950047,0.839254683,2
"ENSG00000177463.11","NR2C2","protein_coding",0.089609118,0.107427861,0.802963021,12
"ENSG00000177469.10","PTRF","protein_coding",0.073024051,0.253534946,0.673441004,2
"ENSG00000177479.14","ARIH2","protein_coding",0.108451484,0.100078234,0.791470282,33
"ENSG00000177485.6","ZBTB33","protein_coding",0.123220812,0.095258309,0.781520879,2
"ENSG00000177542.6","SLC25A22","protein_coding",0.107380832,0.089126406,0.803492762,23
"ENSG00000177548.8","RABEP2","protein_coding",0.100488604,0.111495937,0.788015459,14
"ENSG00000177556.7","ATOX1","protein_coding",0.100094294,0.11378792,0.786117786,7
"ENSG00000177565.10","TBL1XR1","protein_coding",0.092353962,0.106707504,0.800938534,17
"ENSG00000177575.8","CD163","protein_coding",0.098495025,0.139876871,0.761628104,11
"ENSG00000177595.12","PIDD","protein_coding",0.115683996,0.078459505,0.805856499,11
"ENSG00000177600.4","RPLP2","protein_coding",0.109180803,0.192830576,0.697988621,8
"ENSG00000177628.8","GBA","protein_coding",0.101316925,0.111865417,0.786817658,19
"ENSG00000177646.12","ACAD9","protein_coding",0.107136554,0.064770569,0.828092877,14
"ENSG00000177663.8","IL17RA","protein_coding",0.132002382,0.148292901,0.719704716,4
"ENSG00000177666.11","PNPLA2","protein_coding",0.09322005,0.373232513,0.533547437,6
"ENSG00000177674.10","AGTRAP","protein_coding",0.102307912,0.086887848,0.81080424,14
"ENSG00000177683.8","THAP5","protein_coding",0.110124703,0.101766218,0.788109079,8
"ENSG00000177685.10","EFCAB4A","protein_coding",0.090558286,0.095822116,0.813619599,15
"ENSG00000177697.12","CD151","protein_coding",0.104945049,0.109961055,0.785093896,22
"ENSG00000177700.5","POLR2L","protein_coding",0.19081376,0.062067708,0.747118532,2
"ENSG00000177706.8","FAM20C","protein_coding",0.1536017,0.131841484,0.714556816,5
"ENSG00000177728.9","KIAA0195","protein_coding",0.091666008,0.386622552,0.52171144,2
"ENSG00000177731.8","FLII","protein_coding",0.097069183,0.112832642,0.790098175,18
"ENSG00000177732.6","SOX12","protein_coding",0.103115607,0.097432984,0.799451409,2
"ENSG00000177791.10","MYOZ1","protein_coding",0.119634934,0.035298555,0.845066511,2
"ENSG00000177830.13","CHID1","protein_coding",0.10647828,0.071064953,0.822456767,26
"ENSG00000177842.7","ZNF620","protein_coding",0.10816474,0.070635254,0.821200007,4
"ENSG00000177854.7","TMEM187","protein_coding",0.080270455,0.059867831,0.859861714,3
"ENSG00000177868.7","CCDC23","protein_coding",0.099815616,0.094590221,0.805594162,4
"ENSG00000177873.7","ZNF619","protein_coding",0.102697815,0.064963907,0.832338278,11
"ENSG00000177879.10","AP3S1","protein_coding",0.098840481,0.167730224,0.733429296,8
"ENSG00000177885.8","GRB2","protein_coding",0.108661301,0.133401098,0.757937601,6
"ENSG00000177889.5","UBE2N","protein_coding",0.14084199,0.11736231,0.7417957,6
"ENSG00000177917.5","ARL6IP6","protein_coding",0.094675355,0.137143824,0.768180821,5
"ENSG00000177943.8","MAMDC4","protein_coding",0.106731592,0.059323451,0.833944957,6
"ENSG00000177946.4","CENPBD1","protein_coding",0.092378779,0.06273761,0.844883611,2
"ENSG00000177951.12","BET1L","protein_coding",0.083546116,0.094952881,0.821501003,7
"ENSG00000177954.7","RPS27","protein_coding",0.114875492,0.238855067,0.646269441,4
"ENSG00000177963.7","RIC8A","protein_coding",0.082128109,0.146904582,0.770967309,17
"ENSG00000177971.6","IMP3","protein_coding",0.124471255,0.193466873,0.682061873,4
"ENSG00000177981.5","ASB8","protein_coding",0.093994447,0.074750009,0.831255544,18
"ENSG00000177989.8","ODF3B","protein_coding",0.106051861,0.065077039,0.8288711,10
"ENSG00000178026.8","FAM211B","protein_coding",0.090511343,0.157799957,0.7516887,8
"ENSG00000178028.8","DMAP1","protein_coding",0.107869796,0.071614585,0.82051562,16
"ENSG00000178035.6","IMPDH2","protein_coding",0.098788148,0.143479395,0.757732457,13
"ENSG00000178038.12","ALS2CL","protein_coding",0.085836361,0.135140739,0.779022901,10
"ENSG00000178053.13","MLF1","protein_coding",0.089186986,0.135897214,0.774915801,15
"ENSG00000178057.9","NDUFAF3","protein_coding",0.108728585,0.079806251,0.811465164,6
"ENSG00000178074.5","C2orf69","protein_coding",0.118503358,0.077787851,0.803708791,2
"ENSG00000178096.7","BOLA1","protein_coding",0.123288892,0.057478178,0.819232931,4
"ENSG00000178104.13","PDE4DIP","protein_coding",0.08196304,0.236545645,0.681491315,64
"ENSG00000178105.4","DDX10","protein_coding",0.104089528,0.077252401,0.818658071,9
"ENSG00000178127.7","NDUFV2","protein_coding",0.099956172,0.149402474,0.750641354,7
"ENSG00000178149.12","DALRD3","protein_coding",0.100732162,0.135562495,0.763705343,16
"ENSG00000178163.3","ZNF518B","protein_coding",0.087278463,0.064682393,0.848039144,5
"ENSG00000178177.9","LCORL","protein_coding",0.0870142,0.116835073,0.796150727,7
"ENSG00000178188.10","SH2B1","protein_coding",0.09951372,0.144230084,0.756256197,15
"ENSG00000178199.9","ZC3H12D","protein_coding",0.083854934,0.089922001,0.826223064,8
"ENSG00000178202.8","KDELC2","protein_coding",0.11174296,0.118821735,0.769435305,7
"ENSG00000178209.10","PLEC","protein_coding",0.072669164,0.294174953,0.633155883,15
"ENSG00000178226.6","PRSS36","protein_coding",0.079812729,0.063909222,0.856278049,9
"ENSG00000178233.10","TMEM151B","protein_coding",0.052453362,0.532858131,0.414688507,4
"ENSG00000178234.7","GALNT11","protein_coding",0.087108459,0.105110416,0.807781125,16
"ENSG00000178252.10","WDR6","protein_coding",0.09918114,0.080011106,0.820807754,20
"ENSG00000178295.9","GEN1","protein_coding",0.094338934,0.072004854,0.833656212,8
"ENSG00000178338.6","ZNF354B","protein_coding",0.087482139,0.068188356,0.844329504,4
"ENSG00000178381.7","ZFAND2A","protein_coding",0.118737784,0.12986105,0.751401166,7
"ENSG00000178385.9","PLEKHM3","protein_coding",0.09006497,0.148819473,0.761115556,4
"ENSG00000178397.7","FAM220A","protein_coding",0.090293248,0.03401507,0.875691682,4
"ENSG00000178409.9","BEND3","protein_coding",0.101899492,0.028020552,0.870079957,2
"ENSG00000178425.7","NT5DC1","protein_coding",0.10372841,0.122601057,0.773670532,5
"ENSG00000178449.2","COX14","protein_coding",0.07045242,0.283349599,0.64619798,5
"ENSG00000178467.12","P4HTM","protein_coding",0.094880971,0.070806148,0.834312881,11
"ENSG00000178498.11","DTX3","protein_coding",0.097406902,0.129962451,0.772630646,9
"ENSG00000178537.5","SLC25A20","protein_coding",0.088350605,0.140500741,0.771148654,5
"ENSG00000178538.5","CA8","protein_coding",0.089010523,0.126848265,0.784141212,4
"ENSG00000178573.6","MAF","protein_coding",0.087575042,0.301391096,0.611033862,3
"ENSG00000178585.10","CTNNBIP1","protein_coding",0.104979811,0.091463206,0.803556982,5
"ENSG00000178605.7","GTPBP6","protein_coding",0.095330437,0.179850731,0.724818832,3
"ENSG00000178623.7","GPR35","protein_coding",0.075750441,0.116141694,0.808107865,5
"ENSG00000178685.8","PARP10","protein_coding",0.100307293,0.115888317,0.78380439,24
"ENSG00000178691.5","SUZ12","protein_coding",0.134057736,0.118445804,0.74749646,4
"ENSG00000178694.4","NSUN3","protein_coding",0.099943615,0.081657075,0.81839931,7
"ENSG00000178695.4","KCTD12","protein_coding",0.106577297,0.046320019,0.847102684,2
"ENSG00000178700.3","DHFRL1","protein_coding",0.121233696,0.06802706,0.810739244,5
